filename,file_number,lead,lead_idx,window_idx,peak_position
HR00322.hea,322,V6,11,2,152
HR00322.hea,322,V6,11,3,214
HR00322.hea,322,V6,11,4,281
HR00322.hea,322,V6,11,5,353
HR00322.hea,322,V6,11,6,417
HR00322.hea,322,V6,11,7,480
HR00322.hea,322,V6,11,8,555
HR00322.hea,322,V6,11,9,622
HR00322.hea,322,V6,11,10,685
HR00322.hea,322,V6,11,11,752
HR00322.hea,322,V6,11,12,814
HR00322.hea,322,V6,11,13,911
HR00322.hea,322,V6,11,14,977
HR00322.hea,322,V6,11,15,1064
HR00322.hea,322,V6,11,16,1129
HR00322.hea,322,V6,11,17,1236
HR00323.hea,323,I,0,0,1
HR00323.hea,323,I,0,1,68
HR00323.hea,323,I,0,2,163
HR00323.hea,323,I,0,3,270
HR00323.hea,323,I,0,4,375
HR00323.hea,323,I,0,5,478
HR00323.hea,323,I,0,6,586
HR00323.hea,323,I,0,7,695
HR00323.hea,323,I,0,8,805
HR00323.hea,323,I,0,9,912
HR00323.hea,323,I,0,10,1025
HR00323.hea,323,I,0,11,1132
HR00323.hea,323,I,0,12,1225
HR00323.hea,323,II,1,0,1
HR00323.hea,323,II,1,1,70
HR00323.hea,323,II,1,2,165
HR00323.hea,323,II,1,3,272
HR00323.hea,323,II,1,4,377
HR00323.hea,323,II,1,5,480
HR00323.hea,323,II,1,6,588
HR00323.hea,323,II,1,7,697
HR00323.hea,323,II,1,8,807
HR00323.hea,323,II,1,9,914
HR00323.hea,323,II,1,10,1027
HR00323.hea,323,II,1,11,1134
HR00323.hea,323,III,2,0,71
HR00323.hea,323,III,2,1,165
HR00323.hea,323,III,2,2,272
HR00323.hea,323,III,2,3,377
HR00323.hea,323,III,2,4,480
HR00323.hea,323,III,2,5,588
HR00323.hea,323,III,2,6,698
HR00323.hea,323,III,2,7,807
HR00323.hea,323,III,2,8,914
HR00323.hea,323,III,2,9,1027
HR00323.hea,323,III,2,10,1135
HR00323.hea,323,aVR,3,0,160
HR00323.hea,323,aVR,3,1,231
HR00323.hea,323,aVR,3,2,387
HR00323.hea,323,aVR,3,3,486
HR00323.hea,323,aVR,3,4,581
HR00323.hea,323,aVR,3,5,704
HR00323.hea,323,aVR,3,6,813
HR00323.hea,323,aVR,3,7,920
HR00323.hea,323,aVR,3,8,1001
HR00323.hea,323,aVR,3,9,1140
HR00323.hea,323,aVL,4,0,68
HR00323.hea,323,aVL,4,1,162
HR00323.hea,323,aVL,4,2,270
HR00323.hea,323,aVL,4,3,375
HR00323.hea,323,aVL,4,4,478
HR00323.hea,323,aVL,4,5,586
HR00323.hea,323,aVL,4,6,695
HR00323.hea,323,aVL,4,7,805
HR00323.hea,323,aVL,4,8,912
HR00323.hea,323,aVL,4,9,1024
HR00323.hea,323,aVL,4,10,1132
HR00323.hea,323,aVL,4,11,1228
HR00323.hea,323,aVF,5,0,1
HR00323.hea,323,aVF,5,1,71
HR00323.hea,323,aVF,5,2,165
HR00323.hea,323,aVF,5,3,272
HR00323.hea,323,aVF,5,4,377
HR00323.hea,323,aVF,5,5,480
HR00323.hea,323,aVF,5,6,588
HR00323.hea,323,aVF,5,7,697
HR00323.hea,323,aVF,5,8,807
HR00323.hea,323,aVF,5,9,914
HR00323.hea,323,aVF,5,10,1027
HR00323.hea,323,aVF,5,11,1134
HR00323.hea,323,V1,6,0,162
HR00323.hea,323,V1,6,1,269
HR00323.hea,323,V1,6,2,374
HR00323.hea,323,V1,6,3,1054
HR00323.hea,323,V1,6,4,1132
HR00323.hea,323,V1,6,5,1223
HR00323.hea,323,V2,7,0,68
HR00323.hea,323,V2,7,1,162
HR00323.hea,323,V2,7,2,270
HR00323.hea,323,V2,7,3,375
HR00323.hea,323,V2,7,4,477
HR00323.hea,323,V2,7,5,586
HR00323.hea,323,V2,7,6,695
HR00323.hea,323,V2,7,7,805
HR00323.hea,323,V2,7,8,912
HR00323.hea,323,V2,7,9,1024
HR00323.hea,323,V2,7,10,1132
HR00323.hea,323,V2,7,11,1224
HR00323.hea,323,V3,8,0,68
HR00323.hea,323,V3,8,1,162
HR00323.hea,323,V3,8,2,270
HR00323.hea,323,V3,8,3,375
HR00323.hea,323,V3,8,4,478
HR00323.hea,323,V3,8,5,586
HR00323.hea,323,V3,8,6,695
HR00323.hea,323,V3,8,7,805
HR00323.hea,323,V3,8,8,912
HR00323.hea,323,V3,8,9,1024
HR00323.hea,323,V3,8,10,1132
HR00323.hea,323,V4,9,0,68
HR00323.hea,323,V4,9,1,162
HR00323.hea,323,V4,9,2,270
HR00323.hea,323,V4,9,3,375
HR00323.hea,323,V4,9,4,478
HR00323.hea,323,V4,9,5,586
HR00323.hea,323,V4,9,6,695
HR00323.hea,323,V4,9,7,805
HR00323.hea,323,V4,9,8,912
HR00323.hea,323,V4,9,9,1025
HR00323.hea,323,V4,9,10,1132
HR00323.hea,323,V5,10,0,68
HR00323.hea,323,V5,10,1,162
HR00323.hea,323,V5,10,2,270
HR00323.hea,323,V5,10,3,375
HR00323.hea,323,V5,10,4,478
HR00323.hea,323,V5,10,5,586
HR00323.hea,323,V5,10,6,695
HR00323.hea,323,V5,10,7,805
HR00323.hea,323,V5,10,8,912
HR00323.hea,323,V5,10,9,1025
HR00323.hea,323,V5,10,10,1132
HR00323.hea,323,V6,11,0,68
HR00323.hea,323,V6,11,1,162
HR00323.hea,323,V6,11,2,270
HR00323.hea,323,V6,11,3,375
HR00323.hea,323,V6,11,4,478
HR00323.hea,323,V6,11,5,586
HR00323.hea,323,V6,11,6,695
HR00323.hea,323,V6,11,7,805
HR00323.hea,323,V6,11,8,912
HR00323.hea,323,V6,11,9,1025
HR00323.hea,323,V6,11,10,1132
HR00324.hea,324,I,0,0,13
HR00324.hea,324,I,0,1,123
HR00324.hea,324,I,0,2,237
HR00324.hea,324,I,0,3,349
HR00324.hea,324,I,0,4,452
HR00324.hea,324,I,0,5,551
HR00324.hea,324,I,0,6,652
HR00324.hea,324,I,0,7,759
HR00324.hea,324,I,0,8,860
HR00324.hea,324,I,0,9,958
HR00324.hea,324,I,0,10,1056
HR00324.hea,324,I,0,11,1161
HR00324.hea,324,II,1,0,14
HR00324.hea,324,II,1,1,124
HR00324.hea,324,II,1,2,238
HR00324.hea,324,II,1,3,350
HR00324.hea,324,II,1,4,453
HR00324.hea,324,II,1,5,552
HR00324.hea,324,II,1,6,654
HR00324.hea,324,II,1,7,760
HR00324.hea,324,II,1,8,861
HR00324.hea,324,II,1,9,959
HR00324.hea,324,II,1,10,1057
HR00324.hea,324,II,1,11,1162
HR00324.hea,324,III,2,0,14
HR00324.hea,324,III,2,1,124
HR00324.hea,324,III,2,2,238
HR00324.hea,324,III,2,3,350
HR00324.hea,324,III,2,4,453
HR00324.hea,324,III,2,5,552
HR00324.hea,324,III,2,6,654
HR00324.hea,324,III,2,7,760
HR00324.hea,324,III,2,8,861
HR00324.hea,324,III,2,9,959
HR00324.hea,324,III,2,10,1058
HR00324.hea,324,III,2,11,1162
HR00324.hea,324,aVR,3,0,9
HR00324.hea,324,aVR,3,1,119
HR00324.hea,324,aVR,3,2,234
HR00324.hea,324,aVR,3,3,547
HR00324.hea,324,aVR,3,4,649
HR00324.hea,324,aVR,3,5,755
HR00324.hea,324,aVR,3,6,1053
HR00324.hea,324,aVR,3,7,1157
HR00324.hea,324,aVR,3,8,1223
HR00324.hea,324,aVL,4,0,12
HR00324.hea,324,aVL,4,1,122
HR00324.hea,324,aVL,4,2,237
HR00324.hea,324,aVL,4,3,348
HR00324.hea,324,aVL,4,4,451
HR00324.hea,324,aVL,4,5,550
HR00324.hea,324,aVL,4,6,652
HR00324.hea,324,aVL,4,7,758
HR00324.hea,324,aVL,4,8,859
HR00324.hea,324,aVL,4,9,957
HR00324.hea,324,aVL,4,10,1056
HR00324.hea,324,aVL,4,11,1160
HR00324.hea,324,aVF,5,0,14
HR00324.hea,324,aVF,5,1,124
HR00324.hea,324,aVF,5,2,238
HR00324.hea,324,aVF,5,3,350
HR00324.hea,324,aVF,5,4,453
HR00324.hea,324,aVF,5,5,552
HR00324.hea,324,aVF,5,6,654
HR00324.hea,324,aVF,5,7,760
HR00324.hea,324,aVF,5,8,861
HR00324.hea,324,aVF,5,9,959
HR00324.hea,324,aVF,5,10,1057
HR00324.hea,324,aVF,5,11,1162
HR00324.hea,324,V1,6,0,10
HR00324.hea,324,V1,6,1,120
HR00324.hea,324,V1,6,2,235
HR00324.hea,324,V1,6,3,650
HR00324.hea,324,V1,6,4,756
HR00324.hea,324,V1,6,5,857
HR00324.hea,324,V1,6,6,955
HR00324.hea,324,V1,6,7,1054
HR00324.hea,324,V1,6,8,1158
HR00324.hea,324,V2,7,0,11
HR00324.hea,324,V2,7,1,121
HR00324.hea,324,V2,7,2,236
HR00324.hea,324,V2,7,3,348
HR00324.hea,324,V2,7,4,450
HR00324.hea,324,V2,7,5,549
HR00324.hea,324,V2,7,6,651
HR00324.hea,324,V2,7,7,757
HR00324.hea,324,V2,7,8,858
HR00324.hea,324,V2,7,9,956
HR00324.hea,324,V2,7,10,1055
HR00324.hea,324,V2,7,11,1159
HR00324.hea,324,V3,8,0,15
HR00324.hea,324,V3,8,1,125
HR00324.hea,324,V3,8,2,239
HR00324.hea,324,V3,8,3,348
HR00324.hea,324,V3,8,4,451
HR00324.hea,324,V3,8,5,553
HR00324.hea,324,V3,8,6,655
HR00324.hea,324,V3,8,7,761
HR00324.hea,324,V3,8,8,862
HR00324.hea,324,V3,8,9,960
HR00324.hea,324,V3,8,10,1056
HR00324.hea,324,V3,8,11,1163
HR00324.hea,324,V4,9,0,14
HR00324.hea,324,V4,9,1,124
HR00324.hea,324,V4,9,2,238
HR00324.hea,324,V4,9,3,350
HR00324.hea,324,V4,9,4,453
HR00324.hea,324,V4,9,5,552
HR00324.hea,324,V4,9,6,654
HR00324.hea,324,V4,9,7,760
HR00324.hea,324,V4,9,8,861
HR00324.hea,324,V4,9,9,959
HR00324.hea,324,V4,9,10,1058
HR00324.hea,324,V4,9,11,1162
HR00324.hea,324,V5,10,0,14
HR00324.hea,324,V5,10,1,124
HR00324.hea,324,V5,10,2,238
HR00324.hea,324,V5,10,3,350
HR00324.hea,324,V5,10,4,453
HR00324.hea,324,V5,10,5,552
HR00324.hea,324,V5,10,6,654
HR00324.hea,324,V5,10,7,760
HR00324.hea,324,V5,10,8,861
HR00324.hea,324,V5,10,9,959
HR00324.hea,324,V5,10,10,1058
HR00324.hea,324,V5,10,11,1162
HR00324.hea,324,V5,10,12,1224
HR00324.hea,324,V6,11,0,14
HR00324.hea,324,V6,11,1,124
HR00324.hea,324,V6,11,2,238
HR00324.hea,324,V6,11,3,350
HR00324.hea,324,V6,11,4,453
HR00324.hea,324,V6,11,5,552
HR00324.hea,324,V6,11,6,654
HR00324.hea,324,V6,11,7,760
HR00324.hea,324,V6,11,8,861
HR00324.hea,324,V6,11,9,959
HR00324.hea,324,V6,11,10,1058
HR00324.hea,324,V6,11,11,1162
HR00325.hea,325,I,0,0,34
HR00325.hea,325,I,0,1,134
HR00325.hea,325,I,0,2,239
HR00325.hea,325,I,0,3,343
HR00325.hea,325,I,0,4,449
HR00325.hea,325,I,0,5,552
HR00325.hea,325,I,0,6,652
HR00325.hea,325,I,0,7,751
HR00325.hea,325,I,0,8,848
HR00325.hea,325,I,0,9,948
HR00325.hea,325,I,0,10,1053
HR00325.hea,325,I,0,11,1161
HR00325.hea,325,I,0,12,1246
HR00325.hea,325,II,1,0,34
HR00325.hea,325,II,1,1,137
HR00325.hea,325,II,1,2,239
HR00325.hea,325,II,1,3,343
HR00325.hea,325,II,1,4,450
HR00325.hea,325,II,1,5,552
HR00325.hea,325,II,1,6,652
HR00325.hea,325,II,1,7,751
HR00325.hea,325,II,1,8,848
HR00325.hea,325,II,1,9,948
HR00325.hea,325,II,1,10,1053
HR00325.hea,325,II,1,11,1162
HR00325.hea,325,II,1,12,1241
HR00325.hea,325,III,2,0,38
HR00325.hea,325,III,2,1,137
HR00325.hea,325,III,2,2,243
HR00325.hea,325,III,2,3,348
HR00325.hea,325,III,2,4,453
HR00325.hea,325,III,2,5,555
HR00325.hea,325,III,2,6,655
HR00325.hea,325,III,2,7,753
HR00325.hea,325,III,2,8,852
HR00325.hea,325,III,2,9,952
HR00325.hea,325,III,2,10,1056
HR00325.hea,325,III,2,11,1165
HR00325.hea,325,III,2,12,1230
HR00325.hea,325,aVR,3,0,1
HR00325.hea,325,aVR,3,1,72
HR00325.hea,325,aVR,3,2,163
HR00325.hea,325,aVR,3,3,228
HR00325.hea,325,aVR,3,4,294
HR00325.hea,325,aVR,3,5,357
HR00325.hea,325,aVR,3,6,461
HR00325.hea,325,aVR,3,7,595
HR00325.hea,325,aVR,3,8,671
HR00325.hea,325,aVR,3,9,766
HR00325.hea,325,aVR,3,10,864
HR00325.hea,325,aVR,3,11,995
HR00325.hea,325,aVR,3,12,1078
HR00325.hea,325,aVR,3,13,1149
HR00325.hea,325,aVL,4,0,34
HR00325.hea,325,aVL,4,1,134
HR00325.hea,325,aVL,4,2,239
HR00325.hea,325,aVL,4,3,343
HR00325.hea,325,aVL,4,4,449
HR00325.hea,325,aVL,4,5,552
HR00325.hea,325,aVL,4,6,652
HR00325.hea,325,aVL,4,7,751
HR00325.hea,325,aVL,4,8,848
HR00325.hea,325,aVL,4,9,948
HR00325.hea,325,aVL,4,10,1053
HR00325.hea,325,aVL,4,11,1162
HR00325.hea,325,aVL,4,12,1245
HR00325.hea,325,aVF,5,0,37
HR00325.hea,325,aVF,5,1,137
HR00325.hea,325,aVF,5,2,242
HR00325.hea,325,aVF,5,3,346
HR00325.hea,325,aVF,5,4,451
HR00325.hea,325,aVF,5,5,555
HR00325.hea,325,aVF,5,6,656
HR00325.hea,325,aVF,5,7,753
HR00325.hea,325,aVF,5,8,851
HR00325.hea,325,aVF,5,9,951
HR00325.hea,325,aVF,5,10,1056
HR00325.hea,325,aVF,5,11,1164
HR00325.hea,325,aVF,5,12,1244
HR00325.hea,325,V1,6,0,54
HR00325.hea,325,V1,6,1,162
HR00325.hea,325,V1,6,2,264
HR00325.hea,325,V1,6,3,368
HR00325.hea,325,V1,6,4,477
HR00325.hea,325,V1,6,5,579
HR00325.hea,325,V1,6,6,676
HR00325.hea,325,V1,6,7,778
HR00325.hea,325,V1,6,8,874
HR00325.hea,325,V1,6,9,972
HR00325.hea,325,V1,6,10,1080
HR00325.hea,325,V1,6,11,1189
HR00325.hea,325,V2,7,0,58
HR00325.hea,325,V2,7,1,161
HR00325.hea,325,V2,7,2,264
HR00325.hea,325,V2,7,3,372
HR00325.hea,325,V2,7,4,476
HR00325.hea,325,V2,7,5,579
HR00325.hea,325,V2,7,6,678
HR00325.hea,325,V2,7,7,775
HR00325.hea,325,V2,7,8,876
HR00325.hea,325,V2,7,9,974
HR00325.hea,325,V2,7,10,1082
HR00325.hea,325,V2,7,11,1188
HR00325.hea,325,V3,8,0,59
HR00325.hea,325,V3,8,1,161
HR00325.hea,325,V3,8,2,266
HR00325.hea,325,V3,8,3,371
HR00325.hea,325,V3,8,4,477
HR00325.hea,325,V3,8,5,577
HR00325.hea,325,V3,8,6,677
HR00325.hea,325,V3,8,7,776
HR00325.hea,325,V3,8,8,872
HR00325.hea,325,V3,8,9,974
HR00325.hea,325,V3,8,10,1081
HR00325.hea,325,V3,8,11,1186
HR00325.hea,325,V4,9,0,34
HR00325.hea,325,V4,9,1,134
HR00325.hea,325,V4,9,2,239
HR00325.hea,325,V4,9,3,368
HR00325.hea,325,V4,9,4,471
HR00325.hea,325,V4,9,5,552
HR00325.hea,325,V4,9,6,652
HR00325.hea,325,V4,9,7,750
HR00325.hea,325,V4,9,8,848
HR00325.hea,325,V4,9,9,910
HR00325.hea,325,V4,9,10,972
HR00325.hea,325,V4,9,11,1077
HR00325.hea,325,V4,9,12,1161
HR00325.hea,325,V5,10,0,34
HR00325.hea,325,V5,10,1,134
HR00325.hea,325,V5,10,2,239
HR00325.hea,325,V5,10,3,343
HR00325.hea,325,V5,10,4,449
HR00325.hea,325,V5,10,5,552
HR00325.hea,325,V5,10,6,652
HR00325.hea,325,V5,10,7,750
HR00325.hea,325,V5,10,8,848
HR00325.hea,325,V5,10,9,948
HR00325.hea,325,V5,10,10,1052
HR00325.hea,325,V5,10,11,1161
HR00325.hea,325,V5,10,12,1235
HR00325.hea,325,V6,11,0,34
HR00325.hea,325,V6,11,1,135
HR00325.hea,325,V6,11,2,239
HR00325.hea,325,V6,11,3,343
HR00325.hea,325,V6,11,4,449
HR00325.hea,325,V6,11,5,552
HR00325.hea,325,V6,11,6,652
HR00325.hea,325,V6,11,7,751
HR00325.hea,325,V6,11,8,849
HR00325.hea,325,V6,11,9,948
HR00325.hea,325,V6,11,10,1053
HR00325.hea,325,V6,11,11,1162
HR00325.hea,325,V6,11,12,1243
HR00326.hea,326,I,0,0,80
HR00326.hea,326,I,0,1,178
HR00326.hea,326,I,0,2,275
HR00326.hea,326,I,0,3,373
HR00326.hea,326,I,0,4,469
HR00326.hea,326,I,0,5,567
HR00326.hea,326,I,0,6,664
HR00326.hea,326,I,0,7,762
HR00326.hea,326,I,0,8,859
HR00326.hea,326,I,0,9,956
HR00326.hea,326,I,0,10,1053
HR00326.hea,326,I,0,11,1151
HR00326.hea,326,II,1,0,16
HR00326.hea,326,II,1,1,79
HR00326.hea,326,II,1,2,177
HR00326.hea,326,II,1,3,275
HR00326.hea,326,II,1,4,374
HR00326.hea,326,II,1,5,470
HR00326.hea,326,II,1,6,567
HR00326.hea,326,II,1,7,664
HR00326.hea,326,II,1,8,763
HR00326.hea,326,II,1,9,859
HR00326.hea,326,II,1,10,957
HR00326.hea,326,II,1,11,1053
HR00326.hea,326,II,1,12,1151
HR00326.hea,326,III,2,0,15
HR00326.hea,326,III,2,1,83
HR00326.hea,326,III,2,2,146
HR00326.hea,326,III,2,3,209
HR00326.hea,326,III,2,4,301
HR00326.hea,326,III,2,5,369
HR00326.hea,326,III,2,6,472
HR00326.hea,326,III,2,7,570
HR00326.hea,326,III,2,8,691
HR00326.hea,326,III,2,9,758
HR00326.hea,326,III,2,10,855
HR00326.hea,326,III,2,11,1056
HR00326.hea,326,III,2,12,1147
HR00326.hea,326,aVR,3,0,2
HR00326.hea,326,aVR,3,1,75
HR00326.hea,326,aVR,3,2,173
HR00326.hea,326,aVR,3,3,271
HR00326.hea,326,aVR,3,4,369
HR00326.hea,326,aVR,3,5,465
HR00326.hea,326,aVR,3,6,563
HR00326.hea,326,aVR,3,7,660
HR00326.hea,326,aVR,3,8,758
HR00326.hea,326,aVR,3,9,855
HR00326.hea,326,aVR,3,10,952
HR00326.hea,326,aVR,3,11,1049
HR00326.hea,326,aVR,3,12,1171
HR00326.hea,326,aVL,4,0,80
HR00326.hea,326,aVL,4,1,178
HR00326.hea,326,aVL,4,2,275
HR00326.hea,326,aVL,4,3,373
HR00326.hea,326,aVL,4,4,469
HR00326.hea,326,aVL,4,5,567
HR00326.hea,326,aVL,4,6,664
HR00326.hea,326,aVL,4,7,762
HR00326.hea,326,aVL,4,8,860
HR00326.hea,326,aVL,4,9,956
HR00326.hea,326,aVL,4,10,1053
HR00326.hea,326,aVL,4,11,1151
HR00326.hea,326,aVL,4,12,1229
HR00326.hea,326,aVF,5,0,15
HR00326.hea,326,aVF,5,1,82
HR00326.hea,326,aVF,5,2,180
HR00326.hea,326,aVF,5,3,278
HR00326.hea,326,aVF,5,4,375
HR00326.hea,326,aVF,5,5,472
HR00326.hea,326,aVF,5,6,569
HR00326.hea,326,aVF,5,7,667
HR00326.hea,326,aVF,5,8,765
HR00326.hea,326,aVF,5,9,862
HR00326.hea,326,aVF,5,10,958
HR00326.hea,326,aVF,5,11,1056
HR00326.hea,326,aVF,5,12,1154
HR00326.hea,326,V1,6,0,76
HR00326.hea,326,V1,6,1,174
HR00326.hea,326,V1,6,2,272
HR00326.hea,326,V1,6,3,370
HR00326.hea,326,V1,6,4,466
HR00326.hea,326,V1,6,5,564
HR00326.hea,326,V1,6,6,661
HR00326.hea,326,V1,6,7,758
HR00326.hea,326,V1,6,8,856
HR00326.hea,326,V1,6,9,953
HR00326.hea,326,V1,6,10,1050
HR00326.hea,326,V1,6,11,1148
HR00326.hea,326,V1,6,12,1224
HR00326.hea,326,V2,7,0,77
HR00326.hea,326,V2,7,1,175
HR00326.hea,326,V2,7,2,272
HR00326.hea,326,V2,7,3,370
HR00326.hea,326,V2,7,4,467
HR00326.hea,326,V2,7,5,564
HR00326.hea,326,V2,7,6,662
HR00326.hea,326,V2,7,7,759
HR00326.hea,326,V2,7,8,857
HR00326.hea,326,V2,7,9,953
HR00326.hea,326,V2,7,10,1051
HR00326.hea,326,V2,7,11,1148
HR00326.hea,326,V3,8,0,16
HR00326.hea,326,V3,8,1,79
HR00326.hea,326,V3,8,2,175
HR00326.hea,326,V3,8,3,273
HR00326.hea,326,V3,8,4,371
HR00326.hea,326,V3,8,5,467
HR00326.hea,326,V3,8,6,566
HR00326.hea,326,V3,8,7,662
HR00326.hea,326,V3,8,8,760
HR00326.hea,326,V3,8,9,857
HR00326.hea,326,V3,8,10,955
HR00326.hea,326,V3,8,11,1052
HR00326.hea,326,V3,8,12,1150
HR00326.hea,326,V4,9,0,17
HR00326.hea,326,V4,9,1,79
HR00326.hea,326,V4,9,2,177
HR00326.hea,326,V4,9,3,274
HR00326.hea,326,V4,9,4,372
HR00326.hea,326,V4,9,5,469
HR00326.hea,326,V4,9,6,566
HR00326.hea,326,V4,9,7,663
HR00326.hea,326,V4,9,8,761
HR00326.hea,326,V4,9,9,858
HR00326.hea,326,V4,9,10,955
HR00326.hea,326,V4,9,11,1053
HR00326.hea,326,V4,9,12,1150
HR00326.hea,326,V5,10,0,79
HR00326.hea,326,V5,10,1,177
HR00326.hea,326,V5,10,2,274
HR00326.hea,326,V5,10,3,372
HR00326.hea,326,V5,10,4,469
HR00326.hea,326,V5,10,5,566
HR00326.hea,326,V5,10,6,664
HR00326.hea,326,V5,10,7,761
HR00326.hea,326,V5,10,8,859
HR00326.hea,326,V5,10,9,956
HR00326.hea,326,V5,10,10,1053
HR00326.hea,326,V5,10,11,1150
HR00326.hea,326,V6,11,0,79
HR00326.hea,326,V6,11,1,177
HR00326.hea,326,V6,11,2,274
HR00326.hea,326,V6,11,3,372
HR00326.hea,326,V6,11,4,469
HR00326.hea,326,V6,11,5,566
HR00326.hea,326,V6,11,6,664
HR00326.hea,326,V6,11,7,761
HR00326.hea,326,V6,11,8,859
HR00326.hea,326,V6,11,9,956
HR00326.hea,326,V6,11,10,1053
HR00326.hea,326,V6,11,11,1150
HR00327.hea,327,I,0,0,28
HR00327.hea,327,I,0,1,148
HR00327.hea,327,I,0,2,266
HR00327.hea,327,I,0,3,383
HR00327.hea,327,I,0,4,503
HR00327.hea,327,I,0,5,624
HR00327.hea,327,I,0,6,745
HR00327.hea,327,I,0,7,862
HR00327.hea,327,I,0,8,979
HR00327.hea,327,I,0,9,1098
HR00327.hea,327,I,0,10,1217
HR00327.hea,327,II,1,0,27
HR00327.hea,327,II,1,1,148
HR00327.hea,327,II,1,2,265
HR00327.hea,327,II,1,3,383
HR00327.hea,327,II,1,4,502
HR00327.hea,327,II,1,5,623
HR00327.hea,327,II,1,6,744
HR00327.hea,327,II,1,7,862
HR00327.hea,327,II,1,8,979
HR00327.hea,327,II,1,9,1097
HR00327.hea,327,II,1,10,1217
HR00327.hea,327,III,2,0,123
HR00327.hea,327,III,2,1,243
HR00327.hea,327,III,2,2,306
HR00327.hea,327,III,2,3,475
HR00327.hea,327,III,2,4,544
HR00327.hea,327,III,2,5,633
HR00327.hea,327,III,2,6,719
HR00327.hea,327,III,2,7,816
HR00327.hea,327,III,2,8,954
HR00327.hea,327,III,2,9,1072
HR00327.hea,327,III,2,10,1152
HR00327.hea,327,III,2,11,1226
HR00327.hea,327,aVR,3,0,32
HR00327.hea,327,aVR,3,1,152
HR00327.hea,327,aVR,3,2,270
HR00327.hea,327,aVR,3,3,388
HR00327.hea,327,aVR,3,4,507
HR00327.hea,327,aVR,3,5,628
HR00327.hea,327,aVR,3,6,749
HR00327.hea,327,aVR,3,7,867
HR00327.hea,327,aVR,3,8,983
HR00327.hea,327,aVR,3,9,1102
HR00327.hea,327,aVR,3,10,1222
HR00327.hea,327,aVL,4,0,28
HR00327.hea,327,aVL,4,1,148
HR00327.hea,327,aVL,4,2,266
HR00327.hea,327,aVL,4,3,383
HR00327.hea,327,aVL,4,4,503
HR00327.hea,327,aVL,4,5,624
HR00327.hea,327,aVL,4,6,745
HR00327.hea,327,aVL,4,7,863
HR00327.hea,327,aVL,4,8,979
HR00327.hea,327,aVL,4,9,1098
HR00327.hea,327,aVL,4,10,1217
HR00327.hea,327,aVF,5,0,27
HR00327.hea,327,aVF,5,1,147
HR00327.hea,327,aVF,5,2,265
HR00327.hea,327,aVF,5,3,383
HR00327.hea,327,aVF,5,4,502
HR00327.hea,327,aVF,5,5,623
HR00327.hea,327,aVF,5,6,744
HR00327.hea,327,aVF,5,7,862
HR00327.hea,327,aVF,5,8,978
HR00327.hea,327,aVF,5,9,1097
HR00327.hea,327,aVF,5,10,1217
HR00327.hea,327,V1,6,0,57
HR00327.hea,327,V1,6,1,179
HR00327.hea,327,V1,6,2,296
HR00327.hea,327,V1,6,3,413
HR00327.hea,327,V1,6,4,533
HR00327.hea,327,V1,6,5,655
HR00327.hea,327,V1,6,6,742
HR00327.hea,327,V1,6,7,1009
HR00327.hea,327,V1,6,8,1128
HR00327.hea,327,V1,6,9,1215
HR00327.hea,327,V2,7,0,59
HR00327.hea,327,V2,7,1,179
HR00327.hea,327,V2,7,2,296
HR00327.hea,327,V2,7,3,414
HR00327.hea,327,V2,7,4,533
HR00327.hea,327,V2,7,5,655
HR00327.hea,327,V2,7,6,775
HR00327.hea,327,V2,7,7,893
HR00327.hea,327,V2,7,8,1009
HR00327.hea,327,V2,7,9,1128
HR00327.hea,327,V2,7,10,1215
HR00327.hea,327,V3,8,0,26
HR00327.hea,327,V3,8,1,147
HR00327.hea,327,V3,8,2,264
HR00327.hea,327,V3,8,3,382
HR00327.hea,327,V3,8,4,501
HR00327.hea,327,V3,8,5,622
HR00327.hea,327,V3,8,6,743
HR00327.hea,327,V3,8,7,861
HR00327.hea,327,V3,8,8,978
HR00327.hea,327,V3,8,9,1096
HR00327.hea,327,V3,8,10,1216
HR00327.hea,327,V4,9,0,27
HR00327.hea,327,V4,9,1,148
HR00327.hea,327,V4,9,2,265
HR00327.hea,327,V4,9,3,383
HR00327.hea,327,V4,9,4,502
HR00327.hea,327,V4,9,5,623
HR00327.hea,327,V4,9,6,744
HR00327.hea,327,V4,9,7,862
HR00327.hea,327,V4,9,8,979
HR00327.hea,327,V4,9,9,1097
HR00327.hea,327,V4,9,10,1217
HR00327.hea,327,V5,10,0,27
HR00327.hea,327,V5,10,1,148
HR00327.hea,327,V5,10,2,265
HR00327.hea,327,V5,10,3,383
HR00327.hea,327,V5,10,4,502
HR00327.hea,327,V5,10,5,624
HR00327.hea,327,V5,10,6,744
HR00327.hea,327,V5,10,7,862
HR00327.hea,327,V5,10,8,979
HR00327.hea,327,V5,10,9,1098
HR00327.hea,327,V5,10,10,1217
HR00327.hea,327,V6,11,0,27
HR00327.hea,327,V6,11,1,148
HR00327.hea,327,V6,11,2,266
HR00327.hea,327,V6,11,3,383
HR00327.hea,327,V6,11,4,503
HR00327.hea,327,V6,11,5,624
HR00327.hea,327,V6,11,6,745
HR00327.hea,327,V6,11,7,862
HR00327.hea,327,V6,11,8,979
HR00327.hea,327,V6,11,9,1098
HR00327.hea,327,V6,11,10,1217
HR00328.hea,328,I,0,0,24
HR00328.hea,328,I,0,1,121
HR00328.hea,328,I,0,2,254
